12000 6 
2 948 3
1 9309 6
1 4951 1
2 6257 5
2 4039 4
2 5876 1
2 600 2
2 3374 3
2 8907 4
2 5492 3
2 3078 6
2 7059 3
1 9676 5
1 479 2
2 4159 2
1 877 3
1 8053 2
2 7397 2
1 7323 6
1 7697 5
2 1383 2
2 1396 2
2 7875 1
2 3008 3
2 2207 5
2 6482 5
1 4853 5
1 6318 5
2 6374 6
2 1172 3
1 1606 5
2 6553 3
1 7143 6
2 1815 5
1 9808 5
1 7389 1
1 4269 5
2 8578 2
2 5260 6
2 2432 5
2 8542 5
2 456 3
1 1915 5
1 3338 3
1 1413 3
1 6904 6
2 6534 3
2 8186 3
2 5670 6
1 1625 5
1 2155 4
1 7331 4
1 9933 6
1 725 2
1 2615 6
2 1320 3
2 6768 3
2 8306 5
2 9640 2
2 145 4
2 3652 6
2 9899 2
2 294 5
1 888 5
1 6467 4
2 5655 4
1 4537 4
1 9432 4
2 5099 4
1 7371 3
1 6394 5
1 8652 6
1 956 3
2 7505 5
1 6491 2
2 6000 3
1 9756 6
2 5890 2
1 3796 4
1 258 1
2 6931 1
2 5738 5
2 4345 4
1 4182 4
1 6627 1
1 7476 4
1 1339 4
2 1417 5
1 53 4
1 7240 5
2 4554 2
1 3718 5
2 5467 3
1 6217 6
1 877 6
1 3243 4
2 7468 2
1 2275 6
1 2748 1
2 8362 6
1 9440 6
1 6813 6
2 804 3
1 7153 6
1 8604 6
2 2539 1
1 9214 2
1 4154 5
2 8556 1
1 5488 3
2 836 1
2 6704 6
1 5600 5
1 1011 6
1 6342 3
1 6832 5
1 8943 5
1 9758 1
1 3472 4
1 8910 4
2 5588 2
2 9068 2
2 4894 6
1 5246 2
1 8636 4
2 7129 6
1 5963 5
2 5405 5
2 4557 1
2 9746 6
1 2581 3
2 3145 2
2 9733 2
2 4903 4
2 6508 1
2 1311 3
2 6928 4
2 5009 4
1 4944 3
2 1195 3
2 5309 3
2 4391 6
2 5127 6
1 8234 2
2 473 5
1 8034 2
2 1318 5
1 8490 5
1 2913 3
1 4418 3
2 911 4
1 1856 5
1 4411 1
1 7120 6
1 5054 3
1 6280 1
1 7548 4
2 7803 6
1 2767 2
2 3933 6
2 8972 5
2 5734 5
2 50 4
1 8083 2
1 6354 1
1 4124 4
2 9325 6
1 6277 6
1 660 3
2 3143 1
1 949 2
2 9601 1
1 3848 1
2 6835 2
2 8386 3
2 6571 4
1 3459 4
2 1584 2
2 1334 6
2 2669 1
2 4849 6
2 1076 3
2 7203 6
2 7846 1
1 3836 1
2 5201 6
2 1488 2
1 1242 4
2 7362 3
2 894 2
1 8582 4
1 2486 1
1 3938 5
1 3796 5
2 1232 6
1 4758 2
1 8930 6
1 7698 2
2 8894 4
2 432 1
1 5749 5
1 4847 4
1 7197 4
2 5108 4
1 6314 2
1 8461 2
1 8981 1
2 430 6
1 5346 4
1 7158 2
2 9738 3
2 6988 2
1 68 1
1 961 1
1 1641 1
1 744 6
2 6266 2
2 9194 3
2 5071 2
1 7811 5
1 3066 6
2 6469 2
1 9311 4
2 3880 2
2 2178 1
2 8580 4
2 6593 2
1 9615 5
2 3707 4
2 6916 5
1 1250 6
2 58 2
1 4837 6
1 7450 3
1 817 1
1 4973 4
1 589 3
1 865 3
1 7353 3
1 122 2
2 9111 4
2 6718 4
1 6450 1
1 4833 3
1 6280 1
1 8964 6
2 8223 6
2 5626 1
2 8331 1
1 1833 6
1 4394 1
1 2858 6
2 5889 1
1 4364 3
1 2 4
1 2422 6
1 4016 3
1 380 5
2 1927 3
1 9486 4
1 2536 5
1 3351 6
1 3066 5
1 3732 1
1 797 2
2 3072 3
1 9438 6
2 1939 6
2 3642 3
1 6645 5
1 884 5
1 3748 3
2 1323 5
1 8166 4
1 6020 5
2 1608 4
2 5416 1
1 6723 1
1 273 3
1 8228 2
2 7828 1
2 366 6
1 5071 5
2 8142 4
1 9480 5
2 7108 4
2 1370 4
1 8276 6
2 5285 1
1 5145 4
1 2930 2
1 376 1
1 31 4
2 1613 4
1 4948 5
1 2197 6
2 4624 1
2 4285 3
2 9819 4
2 5108 3
1 9926 6
1 2040 2
2 3236 2
2 4292 3
1 2172 2
2 413 4
1 532 1
1 3197 1
1 4040 1
1 5234 6
2 2062 4
2 9072 3
1 3613 1
1 6609 2
1 3510 3
1 9480 5
1 5676 5
2 1333 5
1 1339 5
2 3327 6
2 8046 6
1 25 2
1 70 5
2 396 2
1 6896 4
1 4145 1
1 6308 4
1 5050 6
1 8647 2
2 7352 4
2 7263 3
2 4728 6
1 1985 3
1 786 2
1 4882 1
1 8444 3
1 6070 3
1 8682 5
2 660 3
2 5964 4
2 4121 3
2 280 5
2 4743 2
1 2819 4
1 7104 6
1 5375 6
2 9752 1
1 7581 2
1 2578 6
1 5237 1
2 4548 5
2 102 6
1 9054 5
2 3471 2
1 4691 6
2 8638 6
1 7596 1
1 2016 2
1 3048 6
1 93 6
1 7131 2
1 6680 1
2 8447 4
1 674 6
1 7555 6
2 2887 2
2 9047 6
2 1108 2
2 8362 6
2 3502 6
2 8638 1
1 6574 1
2 8642 3
1 332 5
1 7225 3
2 2184 2
1 6982 1
2 6809 4
1 9849 5
1 4522 2
2 250 2
2 2399 3
1 6351 1
2 6700 6
2 3558 2
1 2504 6
2 724 1
1 3467 5
1 5673 3
1 4606 3
1 3191 2
2 5978 2
1 6643 1
2 3968 1
2 4148 1
2 717 5
2 639 1
1 8356 5
2 7109 6
2 5557 6
1 2421 4
2 9153 5
2 7377 4
2 6170 1
2 4701 1
2 9692 5
1 7095 2
2 5032 5
1 5249 2
2 5038 2
1 8345 6
2 4268 4
1 3547 5
1 5043 2
1 3704 5
2 8985 6
2 7473 3
1 2453 1
2 1617 5
1 9744 3
1 2081 6
2 7142 6
2 750 4
1 6315 5
2 8328 4
1 637 2
2 2091 5
1 5389 2
1 6089 6
1 495 3
1 9395 4
1 9944 3
2 4367 1
1 1291 3
2 8506 4
1 8572 3
1 209 4
2 5533 6
1 8047 2
1 5556 6
2 8096 5
1 1615 3
2 5420 1
2 2568 3
1 3857 2
1 8064 5
2 6361 1
1 7354 1
1 5306 5
1 7701 3
1 164 4
1 8793 1
2 2971 1
1 4390 6
2 956 6
2 3992 5
1 1957 5
2 9318 4
1 9297 5
2 5845 1
1 8388 3
2 3418 1
2 8068 1
2 9960 5
2 9999 1
2 4455 3
1 279 6
1 7243 1
1 5669 5
1 5535 5
2 2921 1
2 2426 4
2 1232 5
2 4215 4
1 8992 2
1 7187 4
2 5888 1
1 8666 1
2 3991 3
1 9585 3
1 7459 1
2 9738 3
1 3546 4
2 393 6
1 8869 3
2 2591 4
2 7089 3
2 4971 1
2 3933 1
2 5239 4
2 668 5
1 5947 1
1 5417 4
1 7907 1
2 7199 2
1 9944 2
1 190 3
2 7679 6
2 119 4
2 8776 1
2 2273 1
2 4587 4
1 5634 4
2 8290 3
2 8543 3
1 2629 1
2 9969 1
1 2754 1
1 6336 3
1 4778 1
1 5003 6
2 6610 4
1 8165 5
2 441 4
2 8001 5
1 1904 4
1 948 2
1 7081 5
1 5000 6
2 8720 2
2 9505 3
1 7856 2
2 1623 2
1 6078 1
1 3053 1
2 2681 6
2 5797 6
1 8364 2
2 6095 1
1 7787 5
2 2646 3
2 3921 1
1 1842 3
1 2598 2
1 7450 6
1 8284 6
2 2557 1
2 594 1
2 6754 6
1 8893 2
2 5098 1
1 7250 3
1 4281 5
2 6440 4
2 8020 3
1 4526 1
1 1344 4
2 4606 1
2 1242 1
1 9193 3
1 3693 6
2 1141 3
1 1682 3
2 3832 6
1 902 4
2 683 5
1 9981 4
2 5054 3
2 246 4
2 9489 6
2 7012 4
2 2196 2
2 292 1
2 8125 1
2 7726 3
2 9762 3
2 1739 2
1 3733 5
2 5802 3
1 70 6
1 9666 5
1 61 5
2 1379 4
2 6221 4
1 2812 3
1 2608 2
2 8163 2
1 2881 6
2 8245 2
2 4141 1
1 4612 5
1 3754 1
1 6226 6
1 9216 5
1 1012 6
1 261 4
1 4835 1
1 8087 3
1 3573 4
1 6239 1
1 5951 3
2 890 2
1 9402 6
2 5865 1
1 2956 6
1 7894 2
2 9256 4
1 9560 1
2 3413 1
2 4374 2
2 8283 3
2 5063 3
2 4717 2
1 8528 5
1 4072 4
2 3265 2
2 3370 3
2 3010 3
2 9303 1
1 6208 6
2 5982 4
1 6288 1
2 5546 2
1 1599 5
2 4128 1
1 7274 2
2 2419 5
2 5397 4
2 2181 5
2 2034 6
1 6248 3
2 5998 5
1 945 3
2 2820 1
2 2699 6
1 3277 5
2 5182 3
1 5193 6
2 7406 2
2 8771 3
2 9962 5
2 4677 6
2 4903 2
1 8869 2
2 4511 4
1 7426 6
2 8913 4
1 9566 2
2 8651 1
2 5901 6
2 3917 5
1 3160 1
2 4328 4
1 3939 5
2 1778 1
1 9367 4
2 2908 2
2 9036 6
1 9780 6
2 3680 5
2 9101 4
1 912 3
1 8666 5
2 3863 2
2 3056 5
2 8298 2
1 7434 4
2 19 3
2 321 4
2 3344 6
1 2959 6
1 4951 6
1 1956 1
2 7729 4
1 7423 5
2 5814 4
1 9948 2
2 4841 3
2 7992 3
2 4244 6
1 1931 5
1 3949 6
2 7283 1
2 5862 1
2 8759 2
2 2016 6
2 4757 2
1 4526 6
2 3111 3
2 6554 3
2 9784 4
1 8752 4
1 9150 6
2 5879 6
2 2689 6
1 5332 2
2 4889 1
2 1926 3
2 7719 2
1 8194 2
2 1855 2
2 2773 1
2 614 3
1 4386 4
2 8595 4
1 9411 5
1 9644 1
2 7881 1
2 5745 1
1 8485 6
2 6638 3
2 2038 4
2 656 2
2 8892 4
2 7969 2
1 1133 4
2 1784 4
2 4928 4
1 9215 3
2 6454 5
2 417 2
1 6037 4
2 6387 5
1 4686 6
2 1919 1
1 9988 1
2 8586 2
1 8688 4
2 5537 5
1 8110 2
1 6970 3
2 6621 6
1 4729 2
2 5114 6
2 4354 5
1 7167 1
2 3358 3
1 8920 1
1 5156 2
1 6505 3
1 4480 1
2 9015 1
1 1901 5
2 7529 2
1 1007 1
1 109 2
1 932 4
1 6502 1
1 5012 3
1 4596 4
1 5145 3
2 9695 4
1 3020 3
2 3580 6
2 5591 4
1 7179 1
1 5807 6
1 3966 2
1 7396 1
1 7605 2
2 2572 3
2 9493 4
1 2920 1
1 2596 5
1 2336 5
1 6176 4
1 1808 3
2 3759 2
2 2843 1
1 733 5
1 6332 2
1 4571 1
2 2856 3
1 3888 1
1 1241 1
2 8749 4
2 6385 1
1 9284 2
1 8287 6
1 341 4
2 990 1
1 3524 5
1 6138 4
2 5121 6
1 6534 1
2 8986 3
2 6731 4
1 5955 3
2 6153 5
1 243 3
1 1825 2
1 2343 3
1 2619 5
2 2991 3
1 6458 3
2 3638 6
1 331 4
1 6577 5
1 129 6
1 907 6
1 7871 4
2 306 3
1 885 1
2 6184 1
1 4532 3
2 4748 2
1 803 1
1 9880 6
2 8068 1
1 7420 3
2 2523 1
2 1705 5
2 136 5
1 225 3
2 4914 2
1 7995 4
1 421 3
1 8498 4
1 5949 6
2 6162 2
1 341 6
1 7180 3
2 9057 1
1 1333 2
2 206 1
2 593 2
2 5543 3
1 8622 2
2 8792 4
1 1609 3
1 356 4
2 4535 6
2 4904 6
2 294 6
2 3955 2
2 5933 5
2 2761 6
2 7164 3
2 3684 1
1 466 6
1 6088 5
1 7729 6
2 4549 5
2 5676 5
1 7476 3
1 6932 2
1 22 5
2 4068 1
1 579 4
2 7541 2
2 7125 3
2 264 2
2 9184 5
2 4176 3
2 8771 5
2 1099 2
2 4268 6
1 135 3
2 8186 3
1 9782 6
1 3382 1
1 1982 5
2 148 2
1 5496 6
2 8873 1
1 9578 6
1 8498 3
2 3694 2
2 3033 5
2 8058 6
2 7621 5
1 8812 5
1 1069 1
2 8266 2
2 4496 6
1 4414 1
1 2073 1
1 6727 3
1 5743 1
1 6646 3
2 4222 4
1 664 2
1 5616 1
2 3719 3
1 3147 5
1 7771 4
1 7595 5
2 3957 1
2 5085 4
2 8232 5
2 5780 1
2 3356 4
2 880 4
1 6907 5
1 1575 3
2 4484 6
2 1730 2
1 4371 3
2 9646 2
1 400 1
1 8236 1
2 7123 5
1 4100 4
1 1375 5
1 6303 5
2 7853 2
1 8656 3
1 3043 1
1 4567 1
1 1604 4
1 6956 4
1 8559 3
1 5950 1
2 1527 4
1 436 3
2 6898 1
2 7596 5
1 152 3
1 8383 3
2 8545 4
1 1595 3
2 627 1
1 5341 5
1 7252 6
2 6841 6
2 2969 5
2 2687 6
1 8503 3
2 9707 4
1 4707 2
2 5103 2
1 9300 5
1 881 5
2 6198 6
1 9384 5
2 1662 4
2 2234 1
2 2490 6
2 7677 5
1 2108 2
1 9933 4
1 4316 3
2 9480 4
1 9515 5
2 3114 2
2 1845 5
1 5018 4
2 6035 1
2 1277 2
1 1325 3
2 9965 5
1 42 1
1 3873 2
1 3917 2
2 6332 1
1 5265 6
1 5262 2
2 1413 2
2 5 3
1 7811 3
2 6257 3
2 2840 1
2 5924 3
2 4522 3
2 6463 4
1 8808 2
1 2552 6
2 397 2
2 8512 6
1 3044 6
1 3547 1
2 727 5
1 1782 4
2 943 2
2 4808 6
1 2285 5
2 8568 6
2 1013 3
1 9298 1
1 7015 5
1 8638 3
1 264 1
1 3888 5
2 4389 6
1 6328 4
2 6345 5
2 4825 6
1 2289 2
2 2241 6
1 1988 2
2 5393 3
1 9562 2
2 7239 4
2 3235 3
2 5115 1
1 2668 4
2 3592 4
1 9931 4
2 1956 1
1 9859 1
1 4979 4
2 214 1
1 1077 6
1 1621 3
1 8975 6
2 2377 5
2 688 4
1 9976 5
1 9366 1
1 3022 5
2 641 1
2 1803 3
1 7047 4
2 1912 2
2 9565 3
1 7040 2
1 4604 3
1 3077 3
1 4416 3
2 5264 2
2 5475 3
1 92 1
2 5630 2
2 5908 1
1 7147 4
1 3879 4
2 1879 3
2 6735 1
2 3899 4
1 6269 1
2 7952 2
1 3680 6
2 7327 3
2 6015 4
2 6518 4
1 1761 4
1 5795 6
2 250 3
2 5796 4
2 9871 5
1 5814 5
2 2889 3
2 5608 1
1 954 2
2 9279 4
2 9524 5
2 102 1
1 8535 5
1 275 6
1 5864 4
1 4106 4
2 754 1
1 4281 5
2 4117 2
1 6385 3
2 4521 1
1 1833 3
2 589 1
2 178 2
1 7173 5
1 1076 1
1 7252 4
1 1269 2
1 7440 4
1 1996 6
1 727 2
1 1518 3
1 6651 6
2 6660 6
2 2019 6
1 8595 1
2 9272 4
2 6472 3
1 7089 5
2 8119 6
2 3804 4
1 4209 3
2 5557 4
2 8295 1
1 5855 2
2 6776 4
1 4364 2
2 4837 2
2 8904 3
1 3510 4
1 7925 5
2 3689 4
1 6103 1
2 9113 1
1 2269 5
2 1138 3
1 8934 2
2 9964 2
2 8283 3
2 2483 2
2 8454 2
2 2462 2
1 4677 6
2 3204 1
2 7860 6
2 2236 4
1 1887 3
2 6808 3
2 4257 5
1 9796 3
2 3573 6
2 7291 6
1 2833 3
2 4337 1
2 683 5
2 3396 3
2 1322 1
1 1948 6
1 6231 5
2 9912 6
2 4759 2
1 8036 6
2 4072 6
2 235 4
2 9710 3
2 6704 3
1 8017 5
1 8988 5
1 1585 6
1 7265 1
1 6745 6
2 4728 2
2 523 3
1 2853 4
1 2179 5
1 7614 1
1 3466 4
1 5760 1
2 6633 5
1 1673 2
2 8224 6
1 5313 1
2 7813 5
1 1176 1
2 2236 4
2 1692 5
2 7865 1
1 1715 1
1 689 4
2 6656 1
2 8493 2
1 2663 5
2 8080 4
2 7859 5
1 3147 4
1 6186 4
2 9720 3
2 9813 4
2 4571 5
2 1923 2
1 4156 5
1 8503 1
2 8730 4
2 6662 3
2 8068 3
1 7792 3
2 5173 1
1 7975 5
2 4566 3
2 5988 3
1 8317 1
1 2789 3
2 7668 2
1 1488 6
2 3384 4
2 2922 4
1 878 2
1 7829 2
1 5544 6
2 3765 3
1 4380 2
2 2043 3
2 2630 3
2 4392 5
1 8638 4
2 84 1
2 1412 2
1 1277 3
2 7913 2
2 7085 6
1 1599 6
2 3021 4
2 8903 3
1 7894 2
2 4362 5
1 7327 3
1 9588 4
1 8445 3
1 6690 2
2 1067 6
2 1034 4
2 8328 4
1 1987 1
1 5629 5
1 6417 1
1 75 1
2 301 4
2 1159 6
2 4286 6
1 6045 1
2 9585 5
2 117 5
2 1650 4
1 9386 5
2 2902 2
1 8326 4
1 4881 6
1 8615 5
2 2222 1
2 6189 2
2 7950 2
2 7929 6
2 1949 3
2 4165 1
1 2229 4
1 1035 1
2 3681 6
2 3281 4
2 9453 6
2 720 3
1 2363 6
2 4396 3
1 3609 5
1 7386 3
1 2634 2
1 4915 1
1 5517 3
2 8399 3
2 6278 5
2 4631 2
1 1239 1
2 6534 5
1 5302 4
2 3431 1
1 6584 4
1 5047 6
2 3430 1
1 3060 1
2 5661 1
2 566 1
1 316 5
2 5359 4
2 7289 6
1 6719 1
1 7411 3
2 5998 5
1 4805 5
2 6363 1
1 3188 5
2 7686 5
1 690 6
2 1532 3
2 2963 1
1 741 4
2 4572 6
2 7629 3
2 8024 5
2 7378 3
2 9312 3
1 1816 6
1 1634 6
2 5265 4
2 135 4
1 1700 4
1 1133 6
1 7565 4
1 4699 1
2 2704 6
1 2427 4
1 4570 4
2 4472 3
2 9340 3
1 1022 3
1 5972 3
1 5270 1
2 955 6
2 3861 3
2 1689 6
2 8837 1
1 4161 1
2 2769 6
1 2593 2
1 5509 4
2 5543 4
1 347 5
2 5692 4
2 1441 4
2 6737 3
1 9641 1
2 7336 3
1 3183 1
1 5222 5
1 9867 4
1 3662 2
1 1373 1
1 6787 1
1 1236 2
2 6533 4
2 3996 3
2 6885 5
1 9635 4
1 9211 4
1 1993 2
1 6889 3
2 8646 1
2 3362 1
1 8429 5
2 9507 1
2 3086 2
1 4799 6
2 9078 3
2 9025 6
1 8333 1
1 3676 6
1 9451 4
1 362 6
2 6259 6
1 12 3
2 2104 3
2 6741 1
1 8416 2
2 7395 6
2 9397 2
1 44 1
2 7827 6
2 576 6
1 3623 1
2 1129 5
1 3252 2
2 8558 3
1 296 4
2 8597 4
1 457 5
2 4926 5
1 106 3
1 4750 2
2 7902 1
1 3476 6
1 8837 4
2 2201 1
2 8776 1
1 9142 3
1 8470 5
2 4119 5
2 5882 6
1 6931 2
1 5934 3
1 5510 5
2 358 1
2 2087 3
2 6280 6
1 2652 1
1 6481 3
1 5607 2
1 4482 3
1 4658 3
2 3755 1
2 96 2
2 4220 3
1 1080 3
2 8222 1
2 8458 4
2 6026 4
1 9557 1
2 1548 6
2 172 5
1 7760 3
1 6722 5
1 7396 3
1 3025 6
2 1728 2
2 3536 4
1 4567 2
1 5607 1
2 5747 3
2 3003 2
1 207 6
1 7001 2
2 5450 6
1 3578 3
2 5703 5
1 3234 6
1 9394 4
2 2763 5
2 3185 1
1 9445 5
1 2773 2
2 2249 2
2 8907 2
2 1746 2
1 4075 2
1 7808 3
2 4471 3
2 3945 1
1 702 5
2 7191 3
1 8642 4
2 5942 1
1 8952 3
1 9680 1
2 7272 5
1 1856 2
2 4350 4
1 5483 1
1 1689 4
1 9269 4
1 2763 3
1 1315 3
1 9168 5
1 942 4
1 9524 4
2 3466 5
1 2411 1
1 4137 5
1 3603 5
2 4806 2
1 1037 4
1 1849 3
1 5194 4
1 8973 6
1 8321 6
1 8094 3
1 2346 2
1 4251 3
1 9331 4
1 6599 5
1 339 5
2 2082 3
1 5249 3
1 4777 4
2 8941 4
2 6223 1
2 340 1
1 1182 4
1 5981 4
2 38 6
2 4838 6
2 7555 5
1 492 4
1 5824 2
2 2781 2
1 1985 3
1 5254 6
1 1309 5
1 7206 1
1 7764 3
2 7435 2
2 7633 2
1 5408 3
2 4773 1
2 2305 6
2 4924 4
2 3094 4
1 7943 2
1 5648 6
1 7772 1
1 7079 1
2 4903 5
1 9218 5
1 3564 6
1 6617 1
2 6955 2
1 1248 5
2 5104 6
2 6096 2
2 2065 3
2 2242 5
1 739 2
2 9970 3
1 5845 3
2 2110 5
2 63 1
2 7945 3
2 9294 5
2 613 5
1 5940 1
2 4191 6
2 1201 2
2 5278 1
1 5319 2
1 9734 3
2 4228 5
2 3138 5
2 9160 6
2 7929 6
1 7478 6
1 9893 4
2 8624 3
2 5914 5
2 1215 5
1 9194 1
1 3700 3
1 972 1
2 1172 2
1 5289 3
1 3310 2
1 6694 3
2 2274 2
1 2341 1
2 1278 2
1 4931 6
2 2136 1
1 2197 2
2 216 1
2 5280 4
2 3202 2
2 3864 4
1 9483 3
1 5276 3
2 172 1
1 4195 2
2 4203 6
1 1421 6
2 56 6
2 6673 6
2 1209 5
2 6011 3
1 758 5
2 6801 2
1 9348 1
1 1157 1
2 5600 4
1 1254 4
2 845 4
2 6113 3
2 224 4
2 510 5
1 2719 6
1 1466 5
2 602 5
1 1493 3
2 18 6
2 4038 2
1 7786 6
2 3262 3
2 6505 1
1 9212 1
2 8074 5
2 7719 2
2 1637 2
1 7328 6
1 5245 3
1 1987 2
2 5622 1
1 8833 1
1 2462 6
1 3114 2
1 1431 3
1 5698 6
2 3132 5
2 4530 2
2 7405 1
1 5499 2
2 1007 1
1 3246 3
2 3202 1
1 1910 2
2 118 3
1 2268 3
1 1618 6
2 8311 3
1 3109 6
1 4076 5
2 2786 3
1 1897 4
1 8334 3
1 5082 5
2 3423 4
1 7522 1
1 2649 2
1 2617 3
1 6721 4
1 7740 4
1 5936 3
1 6738 6
1 5593 1
1 4846 5
2 8910 6
1 4631 2
2 5009 2
1 3612 3
1 2345 2
1 6133 3
2 6464 2
1 4822 1
2 9598 4
1 3829 2
1 946 2
2 8167 2
2 641 2
2 7700 6
1 9830 4
2 3090 2
2 1483 6
1 5139 1
1 8922 1
1 9234 2
2 7041 5
1 7313 6
1 1867 1
2 8033 1
2 6238 6
2 2785 4
2 4886 3
1 6439 4
2 840 6
2 524 3
1 8225 6
1 1410 3
1 8733 1
1 8083 2
2 9373 3
1 4821 5
1 2989 6
2 2210 4
2 3230 4
2 304 1
2 5649 3
1 2934 4
1 8402 1
1 311 2
2 8790 6
1 9920 5
2 3103 5
1 3522 5
1 4964 4
1 2915 6
2 940 4
1 8378 1
1 563 2
1 3879 4
1 915 1
1 2562 2
1 1808 5
2 7219 3
1 8021 4
1 3062 2
2 484 4
2 7426 4
1 5806 6
1 4294 4
1 6106 4
2 5326 2
1 7042 3
1 962 6
2 8385 1
1 9437 5
2 9939 6
1 6534 1
1 7794 6
1 1470 4
2 9504 3
2 5494 1
2 8392 3
1 5829 2
2 7863 1
2 4435 5
1 9892 4
1 5860 3
1 8645 6
1 6264 6
1 9893 6
2 90 6
2 1012 1
2 3919 6
1 1715 3
2 2465 5
2 7807 3
1 3695 4
1 7167 2
2 9199 3
2 9743 4
2 3012 4
1 9545 6
1 6800 1
1 6692 1
1 9700 3
1 1894 2
2 6962 2
1 2634 2
2 6716 3
2 7982 4
2 1393 6
2 4669 3
2 174 5
2 2534 4
2 6990 2
1 8436 6
2 4651 3
2 9423 4
2 3767 4
2 5728 2
1 7525 3
1 8126 2
1 7162 2
1 8144 1
1 653 6
2 1863 6
2 2859 6
2 2278 5
2 8154 2
1 7624 6
2 9529 5
2 2018 4
2 7031 5
2 4593 5
1 8973 6
2 5972 1
1 491 3
1 3105 6
2 8591 2
2 4763 6
2 2461 1
2 7823 3
2 4542 1
2 6808 6
2 962 1
2 3559 6
1 2884 3
2 441 6
2 8753 5
1 7046 3
2 2659 6
2 4703 2
1 8572 3
1 9570 2
1 6169 3
1 6448 3
1 3137 5
2 41 1
2 4505 3
2 364 5
2 7450 1
2 1334 4
2 9301 6
2 8059 6
1 3624 6
2 3876 1
1 3801 2
2 4174 4
2 746 2
2 8752 1
1 3606 2
1 9151 6
1 5001 5
2 6246 1
2 7087 3
1 4483 3
2 5829 2
1 9131 6
1 3229 2
2 8225 3
1 334 4
1 3330 5
2 8953 6
2 7426 2
2 5775 3
2 7801 1
1 6269 4
2 4647 5
2 78 3
1 7074 1
1 5271 3
2 213 3
1 3229 5
1 6253 5
1 8738 1
2 2604 1
2 1229 2
1 634 3
2 808 3
1 1936 3
2 204 1
1 5087 5
2 3136 3
2 1800 5
1 6336 6
2 5606 3
2 8883 6
2 7897 5
2 5513 6
2 1658 4
2 3937 3
2 6907 3
1 4949 4
1 4857 6
1 9991 2
1 376 2
1 4864 1
1 8118 2
1 3356 4
1 1253 4
2 8634 5
1 8782 6
1 9906 6
2 6862 2
2 4142 4
2 5131 6
2 2711 6
1 7671 2
1 997 1
1 7792 2
2 6366 6
2 2803 3
2 1836 1
2 4436 4
1 6770 2
2 2244 3
2 9580 1
2 9904 2
2 4416 4
2 7337 6
1 1599 4
1 8982 2
2 870 1
1 3823 3
1 7208 4
1 6314 4
1 8286 3
2 3479 2
1 1068 6
1 9151 3
1 8654 3
2 8539 1
1 8650 1
2 4127 1
1 1535 6
2 7898 3
2 5164 4
1 6384 6
1 3037 5
1 1847 4
1 6747 1
1 3223 4
1 8970 5
1 517 6
1 8907 2
1 6837 1
1 8238 2
1 9784 6
2 9341 5
1 1741 5
2 4513 3
2 2127 6
2 9522 1
1 4299 5
2 4699 6
2 2939 4
2 4156 5
2 4272 1
1 6056 5
1 3984 6
1 6015 6
2 3169 4
1 5950 5
1 2517 1
1 9491 5
2 7487 1
1 9825 3
1 4965 2
2 6899 2
2 9675 3
2 2641 6
2 9871 2
1 2917 2
1 2381 6
1 5687 1
2 8485 2
2 6269 6
1 5912 4
1 2980 3
2 3470 4
2 4270 1
2 9502 6
2 6589 1
